text,key,ta_a1,ta_a2,ta_a3,ta_a4,ta_a5,ta_a6
'ஒரு தோசைக்கான காசுல ஒன்பது இட்லி இல்லாட்டியும் நாலு இட்லியாச்சும் தள்ளலாம் எளியோர்கள் உணவு இட்லி'ன்னு பதிவு போடலாம்னு வச்சிருந்தேன்....  இப்ப இட்லி பத்தியும் சொல்லிட்டாராம்...  நா மறுபடியும் அமெரிக்காவுக்கே போறேன்... (யாராச்சும் ஸ்டாப் பண்ணுங்க)  #இது_உனக்கு_தேவையா,question_1,,,0.0,,,
'நான் லெஸ்பியன் அல்ல' தனுஸ்ரீ தத்தா பதில் -  ,question_1,0.0,,,,,
"*ஊர்*:அய்யம்பேட்டை *உறவினரின் பெயர் &amp; தொலைபேசி எண்*: முகமது அலி 8220116166  தகவலை உறுதி செய்தவர்: M.சபீதீன்  8098486067 தஞ்சாவூர் மாநகர  மருத்துவ அணி,   ____________________________",question_1,,,,0.0,,
*த்தா மொதல்ல  டிவி சேன்னல மாத்துடா மொன்ன புன்ட..  சன் டிவி யே பாத்துட்டு இருந்தா இப்படி தான் ஓழு ஓக்க தோனும்..  கொம்மால வேற ஏந்த டிவில டா சர்கார கான்டுறான் மொன்ன புன்ட..  #சரத்_ரவுடிசம் டா😎,question_1,,0.0,,,,
"*மரண பங்கம்* 😂😂👌👌👌  அமைச்சர் ஜெயக்குமாருக்கு அவதூறு பரப்பும் நோய் உள்ளது, விரைவில் சிகிச்சை பெற்று நலம் பெறட்டும் - துரைமுருகன்   ஸ்டாலின் சிகிச்சை பெற்ற மருத்துவமனை அட்ரசை தந்தால் நானும் தயார் - அமைச்சர் திரு.ஜெயக்குமார் அவர்கள்",question_1,,0.0,,,,
- - - - - - - - - - -லெஸ்பியன் லெஸ்பியன்-ண்ணு  சொல்றாங்களே  உண்மையில  அது  என்ன  Read:  ,question_1,,,0.0,,,
"- ஆமாண்டா புண்ட இப்டியே தான் போவும், 😑",question_1,,,,0.0,,
..***திங்கிற தெரு நாயே.எவன்டா சூத்திரன்? ங்கோத்தா கூதி..நாங்க எல்லாம் நாடாண்ட காளாளர்‌ கொங்கு வம்சம்டா. இது எங்க பூமி.இந்தியா எங்க நாடு.கொள்ளைக்காரனின் எச்சில்களுக்கு ஒட்டகம் காத்திட்டு இருக்கு. போய் மூத்திரம் குடி. இல்லைன்னா ஆட்டுப்புருஷனுகளுக்கு இருக்கவேஇருக்கு ஆட்டுப்புழுக்கை.,question_1,,,,0.0,,
//Whistles Ready ahh //  அது உங்க பெர்பாமன்சை பாத்துட்டு தான் முடிவு பண்ணனும் ...🤐🤐  Whistles ahhh or புது அயிட்டம் ஏதாவது ரெடி பண்ணனுமா னு 🤐🤐,question_1,,,1.0,,,
//தமிழக அரசியல் வரலாற்றில் ஜெயலலிதா தலைமைக்கு முன்புவரை அரசியல் நாகரிகம் அதிகம் சேதாரத்துக்கு ஆளாகாமல்தான் இருந்தது. //  விகடன் பொறுக்கிகள்   பாவாடையை தூக்கிப் பார்க்கச் சொன்ன கதையெல்லாம் இவனுங்க மறந்துட்டானுங்கன்னு நாம எடுத்துக்கணும்,question_1,0.0,,,,,
/கருணாயை சொறியானை அடிச்சா பிரபாகரன் பிள்ளைகள் நாங்க கேட்போம்/ 😂😂😂 ங்கொப்பன் ங்கோத்தானு நாங்களும்கேப்போம் டா சுன்னி புண்டா மவனுங்களா!  ங்கொப்பன் ங்கோத்தா  அரிப்புக்கு   மேதகு பிரபாகரன் தான் கிடைச்சாரா?  ஓடுறா உன்னையும் ஏதாச்சும் கேட்டுறுவேன்!,question_1,,,1.0,,,
